,roles,companies,locations,experience,skills
878,Data Scientist,Tekone It Services,Indore,8-13 Yrs,"Analytical skills, tableau, Machine learning, power bi, Data analytics, SQL, Python, Analytical"
879,Data Scientist,Turing Global India,Remote,6-8 Yrs,"Simulation, Supply chain planning, Deployment, Python, Supply, Data, Planning, Supply chain"
880,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Incharge, data science, Architecture, Artificial Intelligence, SDK, Management, Project life cycle, Python"
881,Data Scientist,Turing Global India,Remote,3-7 Yrs,"C++, Operations research, GIT, data science, Time series analysis, Machine learning, Data quality, Forecasting"
882,Python Data Scientist,Turing Global India,Remote,6-8 Yrs,"data science, Data collection, Predictive modeling, Business strategy, Business solutions, Python, Data, Collections"
883,Data Scientist,Ekaa Analytics,New Delhi,3-6 Yrs,"Statistical analysis, PDF, data science, Oracle SQL, MySQL, MongoDB, Mathematics, Statistics"
884,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Computer vision, GIT, data science, Analytical, Machine learning, Operations, Object oriented programming, Python"
885,Data Scientist - Internal Audit,Applause,Hyderabad,5-8 Yrs,"Data analysis, Manager Internal Audit, Risk assessment, Reconciliation, Data structures, Data quality, data integrity, Continuous improvement"
886,Data Scientist,Turing Global India,Remote,6-8 Yrs,"Data analysis, Data modeling, GCP, Database management, Data structures, Deployment, data visualization, Multivariate analysis"
887,Data Scientist,Turing Global India,Remote,5-8 Yrs,"Interpersonal skills, Data analysis, Google Analytics, Machine learning, Instrumentation, Project planning, Monitoring, SQL"
888,LLM Data Scientist,Turing Global India,Remote,4-8 Yrs,"Training, Electrical engineering, deep learning, Machine learning, Investigation, Deployment, Predictive modeling, Statistics"
889,Data Scientist,Protocol Zone,Ahmedabad,2-5 Yrs,"deep learning, SQL database, Risk assessment, Investment strategies, Programming, Mathematics, Risk management, Forecasting"
890,Data Scientist,Bizz Solutions,Tiruchirapalli,3-4 Yrs,"IT services, Computer vision, deep learning, Neural networks, Machine learning, Continuous improvement, Analytics, Python"
891,Data Scientist,Tekoalyn Labs Innovation Software,Hyderabad,3-8 Yrs,"HR, Hrsd, Data"
892,Data Scientist,Birdeye,Gurugram,1-2 Yrs,"Computer science, GCP, Analytical, Social media, Machine learning, Silicon, Customer experience, Salesforce"
893,Data Scientist,RS Software,Kolkata,5-7 Yrs,"Data analysis, ISO, Postgresql, MySQL, Machine learning, Risk management, Analytics, Monitoring"
894,Data Scientist,Zoxima,Noida,1-6 Yrs,"Computer science, Data analysis, SAS, Healthcare, Microsoft Dynamics, MATLAB, SQL, CRM"
895,Data Scientist,Spotify,Mumbai,2-5 Yrs,"Computer science, Usage, GCP, Business analytics, international travel, Growth strategy, Business strategy, Distribution system"
896,AI Data Scientist,Prgx India,Pune,1-3 Yrs,"Cloud computing, deep learning, Version control, GCP, Agile development, Machine learning, Natural language processing, data visualization"
897,Data Scientist,Codemaya,Lucknow,,
898,Data Scientist,Zosto Technology,Lucknow,8-13 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
899,Data Scientist,Enest Technologies,Mohali,1-3 Yrs,"SAN, Operations research, Analytical, Data mining, Business intelligence, CRM, SQL, Intelligence"
900,Data Scientist,Finnup Solutions,Chennai,2-7 Yrs,"Computer science, SQL queries, Machine learning, Programming, Data structures, data integrity, data visualization, Analytics"
901,Data Scientist III,Shaadi.com,"Tirodi, Mumbai",3-5 Yrs,"deep learning, Data analysis, data science, amazon redshift, Machine learning, Predictive modeling, Analytics, SQL"
902,Data Scientist,Sroniyan,Jhansi,5-10 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
903,Data Scientist,Cradlepoint,Noida,8-13 Yrs,"Graphics, Automation, Diagnostics, Analytical, Artificial Intelligence, Machine learning, Agile, PLSQL"
904,BP - Data Scientist,Andor Tech,Pune,2-3 Yrs,"Chemical, Transition, power bi, Data Analyst, Petrochemical, Petroleum, Bi, Data"
905,Data Scientist,Diverse Lynx,Pune,2-7 Yrs,"Data Scientist, professional"
906,Data Scientist,Diverse Lynx,Hyderabad,2-7 Yrs,"Data Scientist, professional"
907,Data Scientist,Diverse Lynx,Pune,2-7 Yrs,"data science, Data Scientist, Data analytics, Analytics, Data, Science"
908,Hiring Data Scientist - ASR & NLP Specialist,job Store Consulting,Remote,10-12 Yrs,"Computer science, ASR, Cloud computing, data science, GCP, Machine learning, Healthcare, big data"
909,Data Scientist,Shadowfax Technologies,Gurugram,2-5 Yrs,"skills, algorithms, data-mining, c, analytical, and, MATLAB, Solid"
910,Data Scientist,Birdeye,Gurugram,1-2 Yrs,"GCP, Analytical, Social media, Machine learning, Silicon, Customer experience, Salesforce, SQL"
911,Data Scientist - ServiceNOW,Infobahn Softworld,Hyderabad,2-4 Yrs,"deep learning, data science, Coding, Machine learning, HR, SQL, Python, Data"
912,Data Scientist - Healthcare,Clovity,Remote,8-13 Yrs,"Telecom, data science, Enterprise applications, Consulting, Machine learning, Healthcare, Data mining, Open source"
913,Data Scientist,Biz2x,Noida,1-2 Yrs,Data Scientist
914,Data Scientist,Patanjali Research Foundation,Haridwar,3-5 Yrs,"Data analysis, Analytical, Machine learning, Data collection, Research, data visualization, Data mining, Bioinformatics"
915,Data Scientist,Youngminds Technology Solutions Pvt Ltd.,Tirupati,8-13 Yrs,"Computer science, Computer vision, deep learning, Networking, Image processing, Artificial Intelligence, Machine learning, Deployment"
916,Data Scientist,PAYODA,Hyderabad,4-6 Yrs,"Data analysis, Statistical modeling, Neural networks, Analytical, Machine learning, Programming, Information retrieval, Data mining"
917,Data Scientist I,Agco Corporation,Pune,3-7 Yrs,"data science, Machine learning, Healthcare, model development, Deployment, big data, Recruitment, Python"
918,Data Scientist,Btree Systems (opc),Chennai,5-10 Yrs,"Training, IT training, SIDE, Data"
919,Joint Advisor - Data Scientist,Indian Highways Management (IHMCL),New Delhi,4-8 Yrs,"Computer science, Business administration, Finance, Financial planning, Instrumentation, Corporate finance, HR, Finance Officer"
920,Data Scientist-IC3-34015843,Infobahn Softworld,Hyderabad,2-4 Yrs,"deep learning, Coding, Machine learning, HR, SQL, Python, Machine, Hrsd"
921,Data Scientist,Crosscope,Mumbai,6-11 Yrs,"Linux, GCP, Machine learning, Conceptualization, HTML, Monitoring, Analytics, Python"
922,Data Scientist,Ancla Consultancy Services India,Hyderabad,6-12 Yrs,"Location: Hyderabad, Data Scientist, Experience: 6-12 yrs"
923,Data Scientist,Inspira Enterprise India,Kolkata,8-13 Yrs,"Cloud computing, deep learning, Interpersonal skills, Machine learning, data visualization, Computation, Interpersonal, Interpersonal Skill"
924,Data Scientist,Head Infotech India,Hyderabad,4-6 Yrs,"Statistical analysis, B2C, Excel, E-commerce, Deployment, Gaming, Statistics, Supervision"
925,Data Scientist,Orica,Hyderabad,8-13 Yrs,"data cleansing, Data analysis, Analytical, Machine learning, Data quality, Data mining, Stakeholder management, User acceptance testing"
926,Data Scientist,Fortuna Entertainment Group,Hyderabad,4-8 Yrs,"Automation, data science, Analytical, Machine learning, Information technology, Data warehousing, Business understanding, Analytics"
927,Data Scientist,CONTUS TECH,Chennai,6-8 Yrs,"Operations research, Version control, Business analysis, Analytical, Machine learning, Agile, Agile methodology, Project delivery"
928,Data Scientist,Diverse Lynx,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",2-7 Yrs,"Operations research, Machine learning, SCALA, Data collection, Data Analyst, data visualization, Data mining, SQL"
929,Data Scientist,Ele5 Solutions,Chennai,8-13 Yrs,"QA, Training, deep learning, data science, Architecture, Machine learning, Health care services, microsoft"
930,Data Scientist,Eduberance,Ahmedabad,3-7 Yrs,"advanced analytics, Machine learning, Predictive modeling, Research, Machine, Data, Modeling, Predictive"
931,Data Scientist,Quadratyx,Hyderabad,1-4 Yrs,"Graphics, Machine learning, Data collection, Data structures, Scrum, Agile methodology, data visualization, Analytics"
932,Data Scientist,PAYODA,Hyderabad,1-3 Yrs,"Data analysis, Statistical modeling, Neural networks, Analytical, Machine learning, Programming, Information retrieval, Data mining"
933,Data Scientist,Cubois Technologies,Pune,3-6 Yrs,"Backend, Front end, html5, MySQL, Javascript, Routing, Management, IOS"
934,Data Scientist,Deets Digital,Remote,3-7 Yrs,"Statistical programming, Logistic regression, Machine learning, Programming, Deployment, Statistics, Python, Logistics"
935,Data Scientist,Marshee Pet Tech,New Delhi,2-6 Yrs,Data Scientist
936,Data Scientist,Colan Infotech,Chennai,2-4 Yrs,"github, Version control, neo4j, Opencv, Machine learning, Cloud, Database, Deployment"
937,Data Scientist,Crafsol Technology Solutions,Mumbai,8-13 Yrs,"data science, Time management, Time, Science, Time Managements, Data, Management"
938,Data Scientist,Turing Global India,Remote,3-5 Yrs,"Computer science, Analytical skills, Data analysis, data science, Shaping, Programming, Python, Analytical Skill"
939,Data Scientist,Demos Project,Puducherry,5-6 Yrs,"Machine learning, Deployment, Data analytics, Data, Analytics, Machine"
940,Data Scientist,Saarthee,Gurugram,1-6 Yrs,"Health insurance, Operations research, Analytical, Machine learning, Data analytics, Data mining, Business intelligence, Recruitment"
941,Data Scientist,Veniso Solutions,Hyderabad,2-7 Yrs,"Operations research, tableau, data science, Analytical, Machine learning, Hadoop, SCALA, Data Analyst"
942,Data Scientist,Housing Finance,New Delhi,2-7 Yrs,"Coding, GCP, Project management, Underwriting, Analytical, Monitoring, SQL, Python"
943,Data Scientist,Diverse Lynx,Gurugram,2-7 Yrs,"Predictive modeling, Business solutions, Revenue generation, Monitoring, Testing, Generation, Revenue, Predictive"
944,Data Scientist,Lentra Ai,Pune,3-8 Yrs,"Computer science, Statistical analysis, Analytical, Artificial Intelligence, Machine learning, Credit risk analysis, Predictive modeling, Mathematics"
945,Data Scientist,Thryve Digital,"Hybrid - Hyderabad, Chennai",7-10 Yrs,"Data Scientist, Data Science, Predictive Modeling, Natural Language Processing, Statistical Modeling, Machine Learning, Deep Learning, Predictive Analytics"
946,Data Scientist,Rekruton Technologies,Ahmedabad,4-6 Yrs,"Automation, query optimization, Analytical, Machine learning, Data structures, data visualization, Analytics, SQL"
947,Data Scientist,Mindstix Software Labs,Pune,5-10 Yrs,"Microstrategy, Computer science, SAN, Google Analytics, data science, Linux, Machine learning, Agile"
948,Subcon demand For Apple project - Data scientist,Fusion Plus Solutions,Hyderabad,3-6 Yrs,"spark, Billing, Programming, Transformers, HR, SQL, Python, Project"
949,Data Scientist,Numerator,Remote,2-5 Yrs,"R, GIT, Data Science, Regression, Data Modeling, Shiny, Machine Learning, Analytics"
950,Data Scientist,Crimson,Mumbai,2-7 Yrs,"Text mining, C++, Data analysis, Prototype, Neural networks, Cloud Services, Artificial Intelligence, Machine learning"
951,Data Scientist,R3coder,Ahmedabad,1-6 Yrs,"github, Web technologies, Architecture, Artificial Intelligence, Machine learning, PHP, Customer experience, Internship"
952,Data Scientist,Upsteer,Hyderabad,2-6 Yrs,Data Scientist
953,Data Scientist Jobs,Right Step Consulting,Noida,2-5 Yrs,"Visualization, Analytical, Calculus, Business intelligence, Forecasting, SQL, Python, AnalyticsSoftware services"
954,Data Scientist,Team Computers,New Delhi,2-6 Yrs,"Computer science, RF, Analytical, Machine learning, Healthcare, QlikView, MATLAB, Monitoring"
955,Data Scientist / Quantitative Researcher,Alliance Bernstein,Pune,2-5 Yrs,"Data analysis, MS SQL, Financial statements, RDBMS, Database design, Machine learning, Asset management, Investment management"
956,Data Scientist,Amnex,Ahmedabad,3-7 Yrs,"GIS, Data analysis, RDBMS, Coding, Project management, Machine learning, Data structures, MATLAB"
957,Data Scientist,Gauge Data Solutions,Noida,2-7 Yrs,Data Scientist
958,Data Scientist,Imurgence,"Kolkata, Mumbai, Jamshedpur",2-4 Yrs,"Mining, Supply chain, Computer science, Data analysis, Operations research, Coding, Artificial Intelligence, Machine learning"
959,Data Scientist,Ecolibrium Energy,Pune,4-5 Yrs,"Unix, IT services, Performance tuning, Linux, Neural networks, Machine learning, Forecasting, Preventive maintenance"
960,Data Scientist,Sybrant Data,Chennai,2-4 Yrs,"Computer science, R Programming, Machine learning, Hadoop, Perl, Data mining, Statistics, Python"
961,Data Scientist,Corestrat Labs,Lucknow,3-8 Yrs,"Computer science, SAS, GCP, Analytical, Machine learning, Flex, Risk management, Statistics"
962,Data Scientist,Rxlogix Corporation,Noida,3-8 Yrs,"Computer vision, Coding, Machine learning, Agile, PLSQL, Natural language processing, Subject Matter Expert, JIRA"
963,Data Scientist,Fusion Plus Solutions,Hyderabad,3-6 Yrs,"Data modeling, data manipulation, Web application, Programming, data visualization, Monitoring, Reporting tools, SQL"
964,Data Scientist,Gauge Data Solutions,Noida,5-8 Yrs,"Telecom, C++, Operations research, SAS, Artificial Intelligence, Machine learning, Healthcare, SPSS"
965,Data Scientist,Censius Ai,Remote,4-8 Yrs,"Computer science, C++, Data analysis, Coding, Project management, Machine learning, Flex, Product design"
966,Data Scientist,Revol Process Solutions,Chennai,5-10 Yrs,"Biometrics, Text mining, Computer vision, NoSQL, Machine learning, SCALA, MongoDB, Natural language processing"
967,Data Scientist,Fusion Plus Solutions,Hyderabad,3-5 Yrs,"Networking, spark, Agile, Infrastructure, Deployment, Management, Test cases, AWS"
968,Data Scientist,Development Logics Solutions Pvt. Ltd.,Shimla,8-13 Yrs,"BPO, IT services, Product engineering, PDF, Front end, data science, Staffing, Machine learning"
969,DATA SCIENTIST,Tech27,Kozhikode,3-8 Yrs,"C++, SQL database, Analytical, Machine learning, Javascript, Calculus, Windows, Analytics"
970,Hiring AIML Data Scientist (From tier1 Org only),Top Rated Company,"Noida, Gurugram, Chennai",4-7 Yrs,"Aws Cloud, AIML, Tensorflow, RDS, S3, Artificial Intelligence, EMR, LLM"
971,Data Scientist,Value Innovation Labs,Chennai,8-10 Yrs,"Data Science, Tensorflow, Aws Cloud, Artificial Intelligence, Natural Language Processing, Neural Networks, Machine Learning, Deep Learning"
972,Data scientist,Diverse Lynx,Chennai,2-7 Yrs,"Training, deep learning, Web services, Coding, Process improvement, Machine learning, Deployment, AWS"
973,Data Scientist,A Client of Sarthee Consultancy,"Ahmedabad, Ankleshwar, Vadodara",5-9 Yrs,"Data Science, MySQL, Jenkins, Docker, PostgreSQL, MongoDB, AI experience, Python"
974,Data Scientist- Natural Language Processing,Fortune Global 500 IT Services Firm,Hybrid - Coimbatore,5-10 Yrs,"Natural Language Processing, Cnn, Artificial Intelligence, Neural Networks, Data Mining, Data Extraction, Text Mining, LLM"
975,Data Scientist,ERM Placement Services,Delhi / NCR,4-7 Yrs,"Data Science, Machine Learning, Python, SQL, Artificial Intelligence, Machine, Science, Data"
976,Data Scientist,MS Guide World,Noida,8-13 Yrs,"Backend, Data analysis, Automation, Talent acquisition, Analytical, Data collection, Analytics, Recruitment"
977,Data Scientist,Vayuz Technologies,Remote,5-10 Yrs,"Data Science, NLP, Aiml, RAG, LLM, Azure, Microsoft Azure, Data"
978,Data Scientist,ERM Placement Services,Hybrid - Gurugram,4-7 Yrs,"Machine Learning, Python, SQL, R, Machine, Data"
979,Data Scientist,Aanseacore,"Navi Mumbai, Pune, Mumbai (All Areas)",5-10 Yrs,"Biometrics, Data Scientist, data preprocessing, model tuning, Image Processing, biometric algorithms, Aiml, facial identification"
980,Data Scientist- Natural Language Processing,Fortune Global 500 IT Services Firm,Hybrid - Bhubaneswar,5-10 Yrs,"Natural Language Processing, Cnn, Artificial Intelligence, Neural Networks, Data Mining, Data Extraction, Text Mining, LLM"
981,Data Scientist,BFSI,Navi Mumbai,3-8 Yrs,"Data Science, Natural Language Processing, Machine Learning, Deep Learning, Python, Machine, Science, Process"
982,Data Scientist,BFSI,Mumbai (All Areas),3-8 Yrs,"Data Science, Natural Language Processing, Machine Learning, Deep Learning, Python, Data, Process, Processing"
983,Data Scientist- Natural Language Processing,Fortune Global 500 IT Services Firm,Hybrid - Indore,5-10 Yrs,"Natural Language Processing, Cnn, Artificial Intelligence, Neural Networks, Data Mining, Data Extraction, Text Mining, LLM"
984,Data Scientist Kolkata,ERM Placement Services,Kolkata,5-10 Yrs,"Data Science, Artificial Intelligence, Machine Learning, Deep Learning, Tensorflow, Python, Machine, Intelligence"
985,Data Scientist,ERM Placement Services,Kolkata,4-7 Yrs,"Python, Artificial Intelligence, Cloud Platform, Machine Learning, Data, Machine, Intelligence, Cloud"
986,Data Scientist,Symmetrical Global Search,Noida,5-10 Yrs,"Statistical analysis, SAS, Database management, Data collection, HTML, WPS, Manager Quality Control, Data mining"
987,Data Scientist with GCP Cloud,Foreign MNC,Hyderabad,6-11 Yrs,"Data Science, GCP, Natural Language Processing, Aws Sagemaker, Aiml, Computer Vision, Machine Learning, Deep Learning"
988,Data Scientist with GCP Cloud,Foreign MNC,Delhi / NCR,6-11 Yrs,"Data Science, GCP, Natural Language Processing, Aws Sagemaker, Aiml, Computer Vision, Machine Learning, Deep Learning"
989,Data Scientist,P.S International HR Consultants,Mumbai,3-8 Yrs,"GIS, Automation, Data modeling, Performance testing, microsoft, Technical support, Analytics, SQL"
990,Digital Data Engineer (Scientist),Faurecia,Pune,2-10 Yrs,"Training, Career development, Manager Technology, Agile, Electronics, Automotive, Management, Technology"
991,"Scientist, Data",Arise Virtual Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Automation, Business analytics, Analytical, Strategic planning, Predictive modeling, Business intelligence, Operations"
992,Data Scientist Engineer/Machine Learning Engineer,Turing,Remote,10-16 Yrs,"Bigquery, Vertex Ai, machine learning engineer, Machine learning, Vertex, Machine, Data, Artificial Intelligence"
993,Data Scientist,Hire IT People,Pune,2-7 Yrs,"R, Data Scientist, Computer Science, Big Data Technologies, Machine Learning, Statistical Analysis, Python, Apache Spark"
994,DATA ANALYST/ SCIENTIST,Mid Town Software,Mohali,2-6 Yrs,"Process automation, Business analysis, Analytical, Process improvement, Artificial Intelligence, Machine learning, Data quality, Natural language processing"
995,Data Scientist,Acme Services,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",3-8 Yrs,"data science, Machine learning, query, Programming, MATLAB, Statistics, SQL, Python"
996,AI Data Scientist,Recruitment Smart Technologies India Private Limited,Ahmedabad,4-10 Yrs,"CVS, Operations research, Coding, Neural networks, Management consulting, Machine learning, Natural language processing, Logistics"
997,Azure data Scientist,Acme Services,Mumbai,3-9 Yrs,"Matrix, Production support, Mentor, Management, Project delivery, Principal, Monitoring, Microsoft Azure"
998,Data Analyst / Scientist,Turing Global India,Remote,3-7 Yrs,"Marketing analytics, Data Analyst, Digital marketing, Business banking, Forecasting, Data, Data analysis, Marketing"
999,Data Scientist,Acme Services,Mumbai,2-8 Yrs,"Analytical skills, NoSQL, Executive, data science, Programming, Data analytics, Business intelligence, SQL"
1000,Data Scientist- Natural Language Processing - Pan India,Fortune Global 500 IT Services Firm,"Hybrid - Bhubaneswar, Indore, Coimbatore",6-11 Yrs,"Natural Language Processing, Cnn, Artificial Intelligence, Neural Networks, Data Mining, Data Extraction, Text Mining, LLM"
1001,Data Scientist,Bonzer Business Solutions Pvt Ltd.,Noida,5-10 Yrs,"Unix, Software design, Linux, Shell scripting, Machine learning, Agile, SPSS, MATLAB"
1002,Data Scientist,Acme Services,Mumbai,3-8 Yrs,"Cloud computing, Translation, data science, spark, Machine learning, Hadoop, Programming, power bi"
1003,Data Scientist,Magnify360 Hi-tech Solutions,Hybrid - Bengaluru,5-8 Yrs,"Pyspark, GCP, Big Data, Python, Tensorflow, Hive, Hql, Hadoop"
1004,"Data scientist,Pan India",Z2plus Placement & Security Agency Pvt. Ltd.,Remote,2-3 Yrs,"Logistic regression, Neural networks, SQL Database Administrator, R Programming, Machine learning, Corporate, power bi, Natural language processing"
1005,Data Scientist,Acme Services,Mumbai,3-7 Yrs,"Supply chain, Data analysis, Statistical modeling, spark, Machine learning, SCALA, Data mining, Forecasting"
1006,Data Scientist,Recruitment Smart Technologies India Private Limited,Ahmedabad,4-10 Yrs,"CVS, SQL queries, Data analysis, data science, Artificial Intelligence, Machine learning, Medical insurance, Data mining"
1007,Data Scientist,Z2plus Placement & Security Agency Pvt. Ltd.,Panaji,2-3 Yrs,"Supply chain, Computer science, Home appliances, Project management, Analytical, FMCG, MS Office, Data mining"
1008,Data Scientist,Recruitment Smart Technologies India Private Limited,Ahmedabad,4-8 Yrs,"Data analysis, data science, Artificial Intelligence, Machine learning, Statistical Analyst, Medical insurance, Data mining, Python"
