,roles,companies,locations,experience,skills
860,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Machine learning, Javascript, Data collection, Data processing, MongoDB, Data mining, Analytics, Python"
861,Data Scientist,Turing Global India,Remote,3-7 Yrs,"data science, Pharma, Data collection, Healthcare, Predictive modeling, Data mining, Business intelligence, Business solutions"
862,Data Scientist,Turing Global India,Remote,3-7 Yrs,"deep learning, customer segmentation, Product engineering, Prototype, data science, Analytical, Production Manager, Test cases"
863,Remote Data Scientist - Python,Turing Global India,Remote,2-5 Yrs,"Data analysis, data science, Networking, Analytical, Manager Technology, SQL, Python, Technology"
864,Data Scientist,Turing Global India,Remote,8-12 Yrs,"Data analysis, data science, Spanish, Predictive analytics, Python, Predictive, Science, Analytics"
865,Data Scientist,Turing Global India,Remote,4-8 Yrs,"Supply chain, Incharge, Excel, data science, Pharma, Healthcare, Inventory, Python"
866,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Data analysis, Machine learning, Instrumentation, Project planning, Automotive, Monitoring, SQL, Python"
867,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Computer vision, GIT, data science, Analytical, Machine learning, Operations, Object oriented programming, Python"
868,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Incharge, data science, Architecture, Artificial Intelligence, SDK, Management, Project life cycle, Python"
869,Data Scientist,Turing Global India,Remote,3-7 Yrs,"C++, Operations research, GIT, data science, Time series analysis, Machine learning, Data quality, Forecasting"
870,Python Data Scientist,Turing Global India,Remote,4-8 Yrs,"Data analysis, data science, Debugging, Programming, Data analytics, SQL, Python, Data"
871,Python Data Scientist,Turing Global India,Remote,6-8 Yrs,"data science, Data collection, Predictive modeling, Business strategy, Business solutions, Python, Data, Collections"
872,Data Scientist,Turing Global India,Remote,6-8 Yrs,"Data analysis, Data modeling, GCP, Database management, Data structures, Deployment, data visualization, Multivariate analysis"
873,Data Scientist,Turing Global India,Remote,5-8 Yrs,"Interpersonal skills, Data analysis, Google Analytics, Machine learning, Instrumentation, Project planning, Monitoring, SQL"
874,LLM Data Scientist,Turing Global India,Remote,4-8 Yrs,"Training, Electrical engineering, deep learning, Machine learning, Investigation, Deployment, Predictive modeling, Statistics"
875,Data Scientist,Turing Global India,Remote,6-8 Yrs,"Simulation, Supply chain planning, Deployment, Python, Supply, Data, Planning, Supply chain"
876,Data Scientist,Ekaa Analytics,New Delhi,3-6 Yrs,"Statistical analysis, PDF, data science, Oracle SQL, MySQL, MongoDB, Mathematics, Statistics"
877,Data Scientist,Kh Skill Academy,Pune,2-4 Yrs,"Microstrategy, Business analysis, SSRS, OLAP, Unit testing, SSIS, Business intelligence, microsoft"
878,Data Scientist,Headstrait Software,Mumbai,5-8 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
879,data scientist - biotechnology Jobs,Right Step Consulting,New Delhi,5-8 Yrs,"Mining, Evaluation, Data analysis, Analytical, KPO, Research, Business intelligence, Operations"
880,Data Scientist,Winzo,New Delhi,8-13 Yrs,"Computer vision, Usage, Image processing, Analytical, Network analysis, big data, Gaming, Fraud detection"
881,Data Scientist,Statusneo Technology Consulting,Gurugram,8-13 Yrs,"Training, Product engineering, Statistical analysis, Data management, Networking, Machine learning, Predictive modeling, Management"
882,Data Scientist,Planful,Hyderabad,8-12 Yrs,"Computer science, Product management, Performance management, Analytical, Wellness, Natural language processing, Analytics, Private equity"
883,Data Scientist,Tekone It Services,Indore,8-13 Yrs,"Analytical skills, tableau, Machine learning, power bi, Data analytics, SQL, Python, Analytical"
884,Data Scientist,Datacouch,Mohali,2-3 Yrs,"Health insurance, Data analysis, SAS, Analytical, Data processing, Predictive modeling, SPSS, Data mining"
885,Data Scientist ( Pricing Strategy ),Klook Travel Technology Limited,Gurugram,1-5 Yrs,"Cloud computing, data science, Talent acquisition, Staffing, Machine learning, pricing strategy, Hypothesis Testing, Predictive modeling"
886,Data Scientist - Internal Audit,Applause,Hyderabad,5-8 Yrs,"Data analysis, Manager Internal Audit, Risk assessment, Reconciliation, Data structures, Data quality, data integrity, Continuous improvement"
887,Data Scientist,Digital Dogs Content And Media,Mumbai,5-8 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
888,Data Scientist,Pronix It Solutions,Hyderabad,3-7 Yrs,"Analytical skills, Computer science, deep learning, data science, data manipulation, Machine learning, Programming, Natural language processing"
889,Data Scientist,Cradlepoint,Noida,8-13 Yrs,"Graphics, Automation, Diagnostics, Analytical, Artificial Intelligence, Machine learning, Agile, PLSQL"
890,Data Scientist,Enest Technologies,Mohali,1-3 Yrs,"SAN, Operations research, Analytical, Data mining, Business intelligence, CRM, SQL, Intelligence"
891,Data Scientist - PhD,ION,Noida,2-6 Yrs,"Supply chain, Automation, electronic trading, Machine learning, Research, Operations, Analytics, SQL"
892,Data Scientist - PhD,ION,Noida,2-6 Yrs,"Supply chain, Automation, electronic trading, Machine learning, Research, Operations, Analytics, SQL"
893,Data Scientist - PhD - Noida,Lab49,Noida,2-6 Yrs,"Supply chain, Automation, electronic trading, Machine learning, Research, Operations, Analytics, SQL"
894,Data Scientist,Birdeye,Gurugram,1-2 Yrs,"Computer science, GCP, Analytical, Social media, Machine learning, Silicon, Customer experience, Salesforce"
895,Data Scientist,Finnup Solutions,Chennai,2-7 Yrs,"Computer science, SQL queries, Machine learning, Programming, Data structures, data integrity, data visualization, Analytics"
896,Data Scientist,Sroniyan,Jhansi,5-10 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
897,Data Scientist III,Shaadi.com,"Tirodi, Mumbai",3-5 Yrs,"deep learning, Data analysis, data science, amazon redshift, Machine learning, Predictive modeling, Analytics, SQL"
898,BP - Data Scientist,Andor Tech,Pune,2-3 Yrs,"Chemical, Transition, power bi, Data Analyst, Petrochemical, Petroleum, Bi, Data"
899,Data Scientist,Codemaya,Lucknow,,
900,Data Scientist,Diverse Lynx,Pune,2-7 Yrs,"Data Scientist, professional"
901,Data Scientist,Diverse Lynx,Hyderabad,2-7 Yrs,"Data Scientist, professional"
902,Data Scientist,Zoxima,Noida,1-6 Yrs,"Computer science, Data analysis, SAS, Healthcare, Microsoft Dynamics, MATLAB, SQL, CRM"
903,Data Scientist-AI and GenAI,Resy,Gurugram,2-6 Yrs,"Computer science, Product management, Career development, Operations research, Usage, Finance, Agile, Econometrics"
904,Data Scientist,Tekoalyn Labs Innovation Software,Hyderabad,3-8 Yrs,"HR, Hrsd, Data"
905,Data Scientist,RS Software,Kolkata,5-7 Yrs,"Data analysis, ISO, Postgresql, MySQL, Machine learning, Risk management, Analytics, Monitoring"
906,AI Data Scientist,Prgx India,Pune,1-3 Yrs,"Cloud computing, deep learning, Version control, GCP, Agile development, Machine learning, Natural language processing, data visualization"
907,Data Scientist,Bizz Solutions,Tiruchirapalli,3-4 Yrs,"IT services, Computer vision, deep learning, Neural networks, Machine learning, Continuous improvement, Analytics, Python"
908,Data Scientist,Protocol Zone,Ahmedabad,2-5 Yrs,"deep learning, SQL database, Risk assessment, Investment strategies, Programming, Mathematics, Risk management, Forecasting"
909,Data Scientist,Diverse Lynx,Pune,2-7 Yrs,"data science, Data Scientist, Data analytics, Analytics, Data, Science"
910,Hiring Data Scientist - ASR & NLP Specialist,job Store Consulting,Remote,10-12 Yrs,"Computer science, ASR, Cloud computing, data science, GCP, Machine learning, Healthcare, big data"
911,Data Scientist,Crosscope,Mumbai,6-11 Yrs,"Linux, GCP, Machine learning, Conceptualization, HTML, Monitoring, Analytics, Python"
912,Data Scientist,Patanjali Research Foundation,Haridwar,3-5 Yrs,"Data analysis, Analytical, Machine learning, Data collection, Research, data visualization, Data mining, Bioinformatics"
913,Data Scientist-IC3-34015843,Infobahn Softworld,Hyderabad,2-4 Yrs,"deep learning, Coding, Machine learning, HR, SQL, Python, Machine, Hrsd"
914,Data Scientist,Ancla Consultancy Services India,Hyderabad,6-12 Yrs,"Location: Hyderabad, Data Scientist, Experience: 6-12 yrs"
915,Data Scientist - ServiceNOW,Infobahn Softworld,Hyderabad,2-4 Yrs,"deep learning, data science, Coding, Machine learning, HR, SQL, Python, Machine"
916,Data Scientist,Birdeye,Gurugram,1-2 Yrs,"GCP, Analytical, Social media, Machine learning, Silicon, Customer experience, Salesforce, SQL"
917,Data Scientist - Healthcare,Clovity,Remote,8-13 Yrs,"Telecom, data science, Enterprise applications, Consulting, Machine learning, Healthcare, Data mining, Open source"
918,Data Scientist,Inspira Enterprise India,Kolkata,8-13 Yrs,"Cloud computing, deep learning, Interpersonal skills, Machine learning, data visualization, Computation, Interpersonal, Interpersonal Skill"
919,Data Scientist,Youngminds Technology Solutions Pvt Ltd.,Tirupati,8-13 Yrs,"Computer science, Computer vision, deep learning, Networking, Image processing, Artificial Intelligence, Machine learning, Deployment"
920,Data Scientist,Shadowfax Technologies,Gurugram,2-5 Yrs,"skills, algorithms, data-mining, c, analytical, and, MATLAB, Solid"
921,Data Scientist,PAYODA,Hyderabad,4-6 Yrs,"Data analysis, Statistical modeling, Neural networks, Analytical, Machine learning, Programming, Information retrieval, Data mining"
922,Joint Advisor - Data Scientist,Indian Highways Management (IHMCL),New Delhi,4-8 Yrs,"Computer science, Business administration, Finance, Financial planning, Instrumentation, Corporate finance, HR, Finance Officer"
923,Data Scientist,Btree Systems (opc),Chennai,5-10 Yrs,"Training, IT training, SIDE, Data"
924,Data Scientist,Onemagnify,Chennai,8-13 Yrs,Data Scientist
925,Data Scientist,Orica,Hyderabad,8-13 Yrs,"data cleansing, Data analysis, Analytical, Machine learning, Data quality, Data mining, Stakeholder management, User acceptance testing"
926,Data Scientist,Fortuna Entertainment Group,Hyderabad,4-8 Yrs,"Automation, data science, Analytical, Machine learning, Information technology, Data warehousing, Business understanding, Analytics"
927,Data Scientist I,Agco Corporation,Pune,3-7 Yrs,"data science, Machine learning, Healthcare, model development, Deployment, big data, Recruitment, Python"
928,Data Scientist,Biz2x,Noida,1-2 Yrs,Data Scientist
929,Data Scientist,Diverse Lynx,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",2-7 Yrs,"Operations research, Machine learning, SCALA, Data collection, Data Analyst, data visualization, Data mining, SQL"
930,Data Scientist,Head Infotech India,Hyderabad,4-6 Yrs,"Statistical analysis, B2C, Excel, E-commerce, Deployment, Gaming, Statistics, Supervision"
931,Data Scientist,CONTUS TECH,Chennai,6-8 Yrs,"Operations research, Version control, Business analysis, Analytical, Machine learning, Agile, Agile methodology, Project delivery"
932,Data Scientist,Lentra Ai,Pune,3-8 Yrs,"Computer science, Statistical analysis, Analytical, Artificial Intelligence, Machine learning, Credit risk analysis, Predictive modeling, Mathematics"
933,Data Scientist,Mindstix Software Labs,Pune,5-10 Yrs,"Microstrategy, Computer science, SAN, Google Analytics, data science, Linux, Machine learning, Agile"
934,Data Scientist,Turing Global India,Remote,3-5 Yrs,"Computer science, Analytical skills, Data analysis, data science, Shaping, Programming, Python, Analytical Skill"
935,Data Scientist,Diverse Lynx,Gurugram,2-7 Yrs,"Predictive modeling, Business solutions, Revenue generation, Monitoring, Testing, Generation, Revenue, Predictive"
936,Data Scientist,Deets Digital,Remote,3-7 Yrs,"Statistical programming, Logistic regression, Machine learning, Programming, Deployment, Statistics, Python, Logistics"
937,Data Scientist,Veniso Solutions,Hyderabad,2-7 Yrs,"Operations research, tableau, data science, Analytical, Machine learning, Hadoop, SCALA, Data Analyst"
938,Data Scientist,Crafsol Technology Solutions,Mumbai,8-13 Yrs,"data science, Time management, Time, Science, Time Managements, Data, Management"
939,Data Scientist,Housing Finance,New Delhi,2-7 Yrs,"Coding, GCP, Project management, Underwriting, Analytical, Monitoring, SQL, Python"
940,Data Scientist,PAYODA,Hyderabad,1-3 Yrs,"Data analysis, Statistical modeling, Neural networks, Analytical, Machine learning, Programming, Information retrieval, Data mining"
941,Subcon demand For Apple project - Data scientist,Fusion Plus Solutions,Hyderabad,3-6 Yrs,"spark, Billing, Programming, Transformers, HR, SQL, Python, Project"
942,Data Scientist,Rekruton Technologies,Ahmedabad,4-6 Yrs,"Automation, query optimization, Analytical, Machine learning, Data structures, data visualization, Analytics, SQL"
943,Data Scientist,Eduberance,Ahmedabad,3-7 Yrs,"advanced analytics, Machine learning, Predictive modeling, Research, Machine, Data, Modeling, Predictive"
944,Data Scientist,Marshee Pet Tech,New Delhi,2-6 Yrs,Data Scientist
945,Data Scientist,Demos Project,Puducherry,5-6 Yrs,"Machine learning, Deployment, Data analytics, Data, Analytics, Machine"
946,Data Scientist,Colan Infotech,Chennai,2-4 Yrs,"github, Version control, neo4j, Opencv, Machine learning, Cloud, Database, Deployment"
947,Data Scientist,Cubois Technologies,Pune,3-6 Yrs,"Backend, Front end, html5, MySQL, Javascript, Routing, Management, IOS"
948,Data Scientist,Quadratyx,Hyderabad,1-4 Yrs,"Graphics, Machine learning, Data collection, Data structures, Scrum, Agile methodology, data visualization, Analytics"
949,Data Scientist,Saarthee,Gurugram,1-6 Yrs,"Health insurance, Operations research, Analytical, Machine learning, Data analytics, Data mining, Business intelligence, Recruitment"
950,Data Scientist,Utkarsh Classes & Edutech Pvt Ltd,Jodhpur,5-10 Yrs,"Machine Learning, Power Bi, Statistical Tools, Data Management, Tableau, Statistical Data Analysis, Statistics, Data Science"
951,Data Scientist,Upsteer,Hyderabad,2-6 Yrs,Data Scientist
952,Data Scientist,Development Logics Solutions Pvt. Ltd.,Shimla,8-13 Yrs,"BPO, IT services, Product engineering, PDF, Front end, data science, Staffing, Machine learning"
953,Data Scientist,Gauge Data Solutions,Noida,2-7 Yrs,Data Scientist
954,Data Scientist,Getondata Solutions,Ahmedabad,5-7 Yrs,"Computer science, Technical training, Cloud computing, SIDE, Bidding, GCP, Analytical, Machine learning"
955,Data Scientist,Rxlogix Corporation,Noida,3-8 Yrs,"Computer vision, Coding, Machine learning, Agile, PLSQL, Natural language processing, Subject Matter Expert, JIRA"
956,Data Scientist,Radiant Digital Solutions,Hyderabad(Madhapur),6-11 Yrs,"Azure Synapse, ETL, Python, SQL, Microsoft Azure, Data"
957,Data Scientist,Team Computers,New Delhi,2-6 Yrs,"Computer science, RF, Analytical, Machine learning, Healthcare, QlikView, MATLAB, Monitoring"
958,Data Scientist,Fusion Plus Solutions,Hyderabad,3-6 Yrs,"Data modeling, data manipulation, Web application, Programming, data visualization, Monitoring, Reporting tools, SQL"
959,Data Scientist,Fusion Plus Solutions,Hyderabad,3-5 Yrs,"Networking, spark, Agile, Infrastructure, Deployment, Management, Test cases, AWS"
960,Data Scientist,Revol Process Solutions,Chennai,5-10 Yrs,"Biometrics, Text mining, Computer vision, NoSQL, Machine learning, SCALA, MongoDB, Natural language processing"
961,Data Scientist,Censius Ai,Remote,4-8 Yrs,"Computer science, C++, Data analysis, Coding, Project management, Machine learning, Flex, Product design"
962,Data Scientist,Gauge Data Solutions,Noida,5-8 Yrs,"Telecom, C++, Operations research, SAS, Artificial Intelligence, Machine learning, Healthcare, SPSS"
963,Data Scientist,Sybrant Data,Chennai,2-4 Yrs,"Computer science, R Programming, Machine learning, Hadoop, Perl, Data mining, Statistics, Python"
964,Data Scientist,Amnex,Ahmedabad,3-7 Yrs,"GIS, Data analysis, RDBMS, Coding, Project management, Machine learning, Data structures, MATLAB"
965,Data Scientist,Imurgence,"Kolkata, Mumbai, Jamshedpur",2-4 Yrs,"Mining, Supply chain, Computer science, Data analysis, Operations research, Coding, Artificial Intelligence, Machine learning"
966,Data Scientist / Quantitative Researcher,Alliance Bernstein,Pune,2-5 Yrs,"Data analysis, MS SQL, Financial statements, RDBMS, Database design, Machine learning, Asset management, Investment management"
967,Data Scientist,Crimson,Mumbai,2-7 Yrs,"Text mining, C++, Data analysis, Prototype, Neural networks, Cloud Services, Artificial Intelligence, Machine learning"
968,Data Scientist,Ecolibrium Energy,Pune,4-5 Yrs,"Unix, IT services, Performance tuning, Linux, Neural networks, Machine learning, Forecasting, Preventive maintenance"
969,Data Scientist,Corestrat Labs,Lucknow,3-8 Yrs,"Computer science, SAS, GCP, Analytical, Machine learning, Flex, Risk management, Statistics"
970,Data Scientist Jobs,Right Step Consulting,Noida,2-5 Yrs,"Visualization, Analytical, Calculus, Business intelligence, Forecasting, SQL, Python, AnalyticsSoftware services"
971,Data Scientist,R3coder,Ahmedabad,1-6 Yrs,"github, Web technologies, Architecture, Artificial Intelligence, Machine learning, PHP, Customer experience, Internship"
972,Data scientist,Diverse Lynx,Chennai,2-7 Yrs,"Training, deep learning, Web services, Coding, Process improvement, Machine learning, Deployment, AWS"
973,DATA SCIENTIST,Tech27,Kozhikode,3-8 Yrs,"C++, SQL database, Analytical, Machine learning, Javascript, Calculus, Windows, Analytics"
974,Data Scientist,IT,Chennai,7-10 Yrs,"Data Science, Java, Azure, GCP, Scala, ETL, Apache, AWS"
975,Remote Data Scientist 37 Lakhs CTC || Srinivasa Reddy Kandi,Integra Technologies,Chennai,7-10 Yrs,"Data Analytics, Predictive Modeling, Logistic Regression, Arima, Regression, SVM, Clustering, Machine Learning"
976,Data Scientist,Akraya Solutions,Pune,3-6 Yrs,"Python, Data Science, Django, python libraries, SQL, Data, Library, Science"
977,Hiring- Data Scientist(Python/R) For a well known Pharma Company,A well known American Pharma Company,Pune,1-4 Yrs,"Marketing mix modeling, Python, SQL, R, MMM, Marketing, Pharmaceutical, Data"
978,Data Scientist,ICONMA SOFTWARE SOLUTIONS,Hyderabad(Somajiguda),9-12 Yrs,"data science, Data Scientist, Data Visualization Tools, Python, SQL, Machine Learning Frameworks, Cloud Platforms, Natural Language Processing"
979,Data Scientist,Vision Beyond,Hyderabad,6-11 Yrs,"Data scientist, Object Detection, Data Science, Tensorflow, Artificial Intelligence, Aiml, Computer Vision, Machine Learning"
980,Data Scientist,MS Guide World,Noida,8-13 Yrs,"Backend, Data analysis, Automation, Talent acquisition, Analytical, Data collection, Analytics, Recruitment"
981,Data Scientist,IT,Chennai,7-10 Yrs,"Data science, Java, Azure, Power BI, Scala, Tableau, Apache NiFi, SQL"
982,Data Scientist,Recruitment Smart Technologies India Private Limited,Ahmedabad,4-8 Yrs,"Data analysis, data science, Artificial Intelligence, Machine learning, Statistical Analyst, Medical insurance, Data mining, Python"
983,Data Scientist,Recruitment Smart Technologies India Private Limited,Ahmedabad,4-10 Yrs,"CVS, SQL queries, Data analysis, data science, Artificial Intelligence, Machine learning, Medical insurance, Data mining"
984,Data Scientist,Hire IT People,Pune,2-7 Yrs,"R, Data Scientist, Computer Science, Big Data Technologies, Machine Learning, Statistical Analysis, Python, Apache Spark"
985,"Data scientist,Pan India",Z2plus Placement & Security Agency Pvt. Ltd.,Remote,2-3 Yrs,"Logistic regression, Neural networks, SQL Database Administrator, R Programming, Machine learning, Corporate, power bi, Natural language processing"
986,Data Scientist,Future Focus Infotech Pvt Ltd,Hyderabad,4-8 Yrs,"Data Scientist, Data Science, Machine Learning, Data, Machine, Science"
987,Data Scientist,Future Focus Infotech,Hyderabad,5-10 Yrs,"Data Scientist, Data Science, Machine Learning, Science, Machine, Data"
988,Data Scientist,Z2plus Placement & Security Agency Pvt. Ltd.,Panaji,2-3 Yrs,"Supply chain, Computer science, Home appliances, Project management, Analytical, FMCG, MS Office, Data mining"
989,AI Data Scientist,Recruitment Smart Technologies India Private Limited,Ahmedabad,4-10 Yrs,"CVS, Operations research, Coding, Neural networks, Management consulting, Machine learning, Natural language processing, Logistics"
990,Data Scientist,P.S International HR Consultants,Mumbai,3-8 Yrs,"GIS, Automation, Data modeling, Performance testing, microsoft, Technical support, Analytics, SQL"
991,DATA ANALYST/ SCIENTIST,Mid Town Software,Mohali,2-6 Yrs,"Process automation, Business analysis, Analytical, Process improvement, Artificial Intelligence, Machine learning, Data quality, Natural language processing"
992,Data Analyst / Scientist,Turing Global India,Remote,3-7 Yrs,"Marketing analytics, Data Analyst, Digital marketing, Business banking, Forecasting, Data, Data analysis, Marketing"
993,Digital Data Engineer (Scientist),Faurecia,Pune,2-10 Yrs,"Training, Career development, Manager Technology, Agile, Electronics, Automotive, Management, Technology"
994,ML Engineer / Data Scientist,Collective S,Hyderabad,1-3 Yrs,"Pandas, Regression, jupiter, Machine Learning, Python, Machine Learning Algorithms, numpy, Software Design"
995,Data Scientist Lead - L2,Wipro,Pune,0-4 Yrs,"python, airflow, machine learning, artificial intelligence, apache, hive, data analytics, data analysis"
996,Data Scientist,Decimal Point Analytics,"Navi Mumbai, Mumbai (All Areas)",1-5 Yrs,"Python, Nltk, Pytorch, Tensorflow, Ai Algorithms, Pandas, Natural Language Processing, LLM"
997,Data Scientist,Peoplex Ventures,Hybrid - Bengaluru,2-6 Yrs,"Data Science, Data Engineering, Python, Matplotlib, Pandas, Numpy, Scikit-Learn, Data"
998,Data Scientist,Talentico Consultancy Services,"Hyderabad, Pune, Bengaluru, Mumbai (All Areas)",5-10 Yrs,"Pyspark, Fraud Application, Data Science, Science, Data, Fraud, Application"
999,Hiring For a Data Scientist + GenAI Reosurce | TechM || PAN India,Aphthartos Technologies,Bengaluru,4-8 Yrs,"NLP, Data Science, Generative AI, Cloud, Machine Learning, Python, Data, Natural language processing"
1000,Data and Computational Biology Scientist,Feathersoft Info Solutions,"Kochi, Chennai",2-5 Yrs,"Data analysis, Data management, Analytical, Machine learning, Genetics, Data mining, biomedical, SQL"
1001,Senior Data Scientist - AI/ML Quantitative Interpretation,Halliburton,Bengaluru,0-5 Yrs,"Mining, Product engineering, Data analysis, Simulation, GCP, Intellectual property, Machine learning, Forecasting"
1002,Asst Manager / Sr. Engineer - Data Scientist Prognostics,Robert Bosch Engineering and Business Solutions Private Limited,Bengaluru,3-5 Yrs,"data science, Machine learning, Mechanical, Automobile engineering, Operations, Statistics, Automotive, Assistance"
1003,Data Scientist,Pivotroots Digital,"Mumbai, Gurugram",2-4 Yrs,"data science, analytics models, BigQuery, Statistical analysis, Git, Snowflake, agile development, machine learning"
1004,Data Scientist,Nits Solutions,Hybrid - Gurugram,3-8 Yrs,"machine learning, Deep Learning, Data Science, NLP, Python, Predictive Modeling, Natural Language Processing, Regression"
1005,Data Scientist,Wintech Services,Hyderabad,2-7 Yrs,"Artificial Intelligence, Machine Learning, NLP, Natural Language Processing, LLM, Machine, Intelligence, Data"
1006,Junior Data Scientist-Intern,Point Perfect Transcription Services,Coimbatore,,
1007,Senior Analyst/Data Scientist - NLP/GenAI,Zetwerk,"Hyderabad, Chennai, Bengaluru",4-6 Yrs,"Health insurance, Automation, Business transformation, Consulting, Machine learning, Healthcare, Life sciences, Operations"
1008,Data Scientist,Istar Business Solutions,Chennai,4-9 Yrs,"Data Scientist, GCP, BFSI, Machine Learning, AWS, Python, SQL, Machine"
